"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"66502","Manhattan","KS","Manhattan, KS","Riley",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1440,1440,1400,1345,1325,1350,1277.5,1250,1200,1150,1277.5,1400,1400,1440,1392.5,1380,1300,1250,1200,1200
"78258","San Antonio","TX","San Antonio, TX","Bexar",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.5,2000,2097.5,2272,2283.5,2265,2265,2255,2325,2265,2395,2254,2089,2119.5,2195,2200,2195,2200,2283.5,2200,2281,2325,2250
"78254","San Antonio","TX","San Antonio, TX","Bexar",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.5,1650,1695,1650,1650,1600,1597.5,1650,1725,1650,1600,1562.5,1600,1595,1600,1670,1692.5,1650,1650,1600
"89148","Las Vegas","NV","Las Vegas, NV","Clark",111,,,,,,,,,,,,,1520,1495,1495,1450,1445,1495,1400,1395,1400,1395,1350,1350,1350,1350,1395,1495,1500,1475,1475,1450,1472.5,1450,1395,1400,1400,1450,1450,1450,1500,1522.5,1450,1500,1500,1450,1450,1462.5,1495,1450,1450,1499,1450,1400,1500,1595,1495,1495,1535,1500,1595,1595,1550,1495,1550,1550,1500,1450,1497,1495,1572.5,1500,1575,1632.5,1625,1650,1650,1600,1650,1695,1650,1650,1650,1650,1650,1650,1695,1695,1700,1750,1795,1685
"22554","Stafford","VA","Washington, DC","Stafford",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2175,2150,2150,2200,2250,2200,2250,2300,2200
"33033","Homestead","FL","Miami, FL","Miami-Dade",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1600,1700,1800,1800,1800,1775,1800,1800,1800,1775,1850,1875,1821,1862.5,1772.5,1800,1850,1825,1847.5,1900,1900,1925
"33578","Riverview","FL","Tampa, FL","Hillsborough",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1519,1530,1550,1517,1525,1550,1600,1610,1587.5,1600,1550,1550,1575,1550,1597.5,1600,1650,1665,1675,1690
"33178","Doral","FL","Miami, FL","Miami-Dade",115,2500,2500,2500,2562.5,2500,2650,2600,2600,2500,2500,2600,2575,2672.5,2650,2650,2700,2700,2700,2800,2600,2600,2600,2650,2700,2600,2600,2600,2700,2800,2750,2712.5,2700,2650,2662.5,2650,2650,2650,2650,2600,2595,2699,2750,2800,2800,2750,2750,2700,2700,2700,2800,2800,2800,2900,3000,2850,2899.5,2950,3000,2950,2900,2900,2900,2950,2950,3000,2800,2850,2874.5,2950,2900,2850,2750,2800,2850,2899.5,2850,2800,2900,2990,2900,2900,2900,2900,2925,2900,2900,3000,3000,3050,2990,2994.5,2950
"75024","Plano","TX","Dallas, TX","Collin",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.5,2425,2292.5,2295,2345,2400,2300,2422.5,2400,2200,2200,2250,2300,2262.5,2225,2195,2400,2500,2425,2295
"32746","Lake Mary","FL","Orlando, FL","Seminole",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,2100,2195,2225,2325,2197.5,2200,2150,2022.5,2022.5,2000,2195,2295,2296,2200,2322.5,2350,2430,2300
"28173","Waxhaw","NC","Charlotte, NC","Union",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,2080,2099,2089,1995,2097.5,2195,2195,2195,2095,2085,2090,2125,2097.5,2045,2150,2100,2100,2095,2112.5
"28117","Mooresville","NC","Charlotte, NC","Iredell",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.5,1800,1800,1872.5,1972.5,1825,1995,1895,1795,1745,1735,1795,1725,1795,1795,1695,1800,1849,1800,1822.5
"30518","Sugar Hill","GA","Atlanta, GA","Gwinnett",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,1625,1625,1695,1699.5,1650,1640,1610,1600,1600,1612.5,1699.5,1722.5,1725,1737.5,1786,1800,1705
"75068","Little Elm","TX","Dallas, TX","Denton",121,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1600,1625,1650,1597.5,1612.5,1600,1597.5,1597.5,1600,1597.5,1600,1650,1697.5,1650,1650,1695,1695,1700,1750,1795,1700,1737.5,1697.5,1750,1795,1795,1850,1850,1800,1785,1820,1895,1837.5,1850,1850,2000,1795,1750,1897.5,1850,1950,1800,1795,1795,1850,1800,1950,1995,1900,1950,1900,1900,1895,1850,1850,1850,1950,1950,1987.5,1950,1950,1895,1990
"28306","Fayetteville","NC","Fayetteville, NC","Cumberland",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1425,1450,1500,1400,1375,1397.5,1350,1450,1422.5,1475,1497.5,1475,1500,1500,1550,1600,1410
"30809","Evans","GA","Augusta, GA","Columbia",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1500,1575,1595,1562.5,1595,1625,1600,1550,1550,1595,1575,1595,1622.5,1550,1575,1562.5,1599.5,1650,1600,1550
"33179","Ives Estates","FL","Miami, FL","Miami-Dade",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2600,2550,2600,2750,2800,2750,2700,2750,2700,2725,2750,2950,3100,3100,3100,3100
"79928","Horizon City","TX","El Paso, TX","El Paso",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1195,1195,1100,1100,1119.5,1125,1150,1175,1200,1250,1150,1230,1300,1299.5,1350,1349,1295,1325
"78253","San Antonio","TX","San Antonio, TX","Bexar",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1615,1692,1697.5,1695,1695,1787.5,1797.5,1800,1800,1750,1692,1725,1695,1695,1695,1695,1750,1750,1800,1750,1710
"19121","Philadelphia","PA","Philadelphia, PA","Philadelphia",127,,,,,,,,,,,,2200,2400,2300,2300,2200,2197.5,2100,2000,2000,2000,2100,2200,2280,2200,2260,2300,2260,2100,2100,2000,2000,2000,2200,2400,2100,2200,2200,2200,2200,2000,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2100,2200,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2000,2200,2200,2400,2200,2200,2200,2200,2200,2200,2200,2200,2200,2400,2300,2300,2300,2260,2200,2200,2200,2200,2100,2100
"30097","Duluth","GA","Atlanta, GA","Gwinnett",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,2100,2025,2025,2050,2047.5,2200,2100,2050,2000,1995,2000,2050,2025,2050,2000,2100,2100,2100,2100
"75071","McKinney","TX","Dallas, TX","Collin",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1800,1795,1900,1950,1950,1950,1900,1895,1895,1837.5,1812.5,1850,1850,1850,1900,1900,1895,1987.5,1995,1972.5,1912.5
"33177","South Miami Heights","FL","Miami, FL","Miami-Dade",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199,2200,2200,2300,2300,2410,2335,2224.5,2296,2250,2207.5,2200,2225,2200,2229,2200
"91765","Diamond Bar","CA","Los Angeles, CA","Los Angeles",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,2850,2800,2800,2850,2850,2850,2950,2950,2975,2997.5,2950,3000,2987.5,2950,2950,3100,3000,2950
"89131","Las Vegas","NV","Las Vegas, NV","Clark",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1660,1650,1695,1695,1730,1695,1695,1600,1597,1677.5,1695,1695,1665,1672.5,1697,1800,1797.5,1822.5,1750
"77407","Richmond","TX","Houston, TX","Fort Bend",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1972.5,2100,2197.5,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1890,1900,1975,1850,1850,1950,1800,1990,1899,1900,1925,1950,1849,1850,1950,1950,1950,1950,1950,1897,1897.5,1962.5,1962.5,1999,2000,1900,1850,1825,1850,1850,1900,1900,1900,2000
"30039","Snellville","GA","Atlanta, GA","Gwinnett",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1469,1495,1479.5,1487,1559,1539.5,1499,1495,1487.5,1495,1495,1495,1505.5,1500,1564,1560.5,1556,1562,1549.5
"92618","Irvine","CA","Los Angeles, CA","Orange",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4175,4125,4100,4100,4000,4125,4175,4150,4200,4250,4000,4200,4200,4175,4450,4500,4500,4280,4400
"32712","Apopka","FL","Orlando, FL","Orange",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1785,1737.5,1800,1750,1825,1755,1760,1779.5,1783,1775,1800,1800,1795,1799,1795,1815,1795,1850,1875
"02127","Boston","MA","Boston, MA","Suffolk",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,4500,4800,4800,4800,4400,4200,4000,4000,4200,4200,4000,3995,4600,4500,4500,4800,4800,4500
"33196","The Hammocks","FL","Miami, FL","Miami-Dade",138,,,,2025,2150,2150,2150,2292.5,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2270,2300,2200,2185,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2282,2299,2265,2275,2299,2299,2250,2295,2250,2272.5,2310,2300,2300,2300,2325,2300,2202.5,2262.5,2312.5,2272.5,2300,2300,2290,2292.5,2300,2400,2350,2300,2300,2300,2250,2450,2350,2500,2300,2450,2395,2265,2200,2250,2300,2292,2400,2450,2410.5,2449.5,2485,2475,2500,2462.5,2475,2500,2500,2450,2500,2540,2497.5,2500,2500
"78109","Converse","TX","San Antonio, TX","Bexar",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450,1450,1450,1437.5,1475,1475,1495,1525,1545
"77388","Spring","TX","Houston, TX","Harris",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1695,1650,1675,1695,1695,1695,1695,1700,1725,1825,1822,1799,1750,1750,1750,1762.5,1750,1750
"77498","Sugar Land","TX","Houston, TX","Fort Bend",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1850,1850,1850,1800,1797.5,1850,1825,1850,1875,1875,1875,1800,1812.5,1795,1850,1825,1750
"89128","Las Vegas","NV","Las Vegas, NV","Clark",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1487.5,1700,1600,1672.5,1737.5,1650,1650,1600,1595,1605,1600,1600,1725,1795,1699,1712,1750,1795
"30519","Buford","GA","Atlanta, GA","Gwinnett",143,,,,,,,,,,,,,,,,1295,1300,1350,1350,1300,1295,1395,1375,1350,1395,1395,1395,1395,1310,1350,1362.5,1395,1397.5,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1500,1500,1525,1500,1500,1495,1495,1480,1500,1547,1500,1500,1550,1542.5,1500,1500,1525,1500,1507,1507.5,1500,1460,1522.5,1550,1595,1600,1610,1650,1640.5,1670,1647.5,1650,1650,1650,1676,1695,1700,1700,1710,1750,1700,1690
"32259","Fruit Cove","FL","Jacksonville, FL","Saint Johns",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1895,1900,2125,1997.5,2067.5,2102.5,2075,1925,1950,1995,2034.5,2000,1995,1995,2031,2157,2047.5,2050,2050
"34746","Kissimmee","FL","Orlando, FL","Osceola",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1390,1395,1395,1400,1475,1450,1450,1450,1450,1495,1450,1450,1497.5,1495,1497.5,1497.5,1500,1500,1550,1495,1500,1555,1550,1497.5,1500,1495,1595,1500,1597.5,1650,1595,1500,1550,1600,1599,1550,1550,1600,1650,1695,1642.5,1650,1700,1750,1674.5,1650
"77469","Richmond","TX","Houston, TX","Fort Bend",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1900,1850,1850,1850,1800,1800,1800,1750,1825,1895,1825,1800,1800,1800,1850,1875,1850,1825,1900
"34786","Windermere","FL","Orlando, FL","Orange",147,,,,,,,,,,,,,,1925,2200,2100,2100,2100,2200,2050,2250,2275,2000,2212.5,2000,1975,1950,1995,2200,2295,2295,2272.5,2247.5,2200,2195,2100,2100,2100,2100,2100,2050,1900,2000,2000,2000,2050,1995,1990,2050,2085,2095,2200,2125,2200,2150,2350,2297.5,2225,2150,2100,2150,2200,2300,2350,2325,2395,2200,2200,2422.5,2200,2285,2300,2300,2397.5,2275,2500,2500,2450,2627.5,2525,2475,2450,2300,2400,2400,2537.5,2400,2400,2447.5,2400,2475,2500
"77406","Richmond","TX","Houston, TX","Fort Bend",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,1800,1885,1985,1950,1985,2050,1999.5,1995,1900,1995,2000,1900,1900,1900,1972.5,2100,2100,1962.5
"20148","Ashburn","VA","Washington, DC","Loudoun",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,2647.5,2700,2600,2750,2750,2790,2645,2800,2700,2590,2550,2600,2850,2750,2900,2837.5,2794.5
"02472","Watertown","MA","Boston, MA","Middlesex",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3100,3100,3100,3200,3100,3000,2950,2950,2900,2850,2850,2850,3300,3275,3250,3200,3000,3000,3000
"33172","Fountainbleau","FL","Miami, FL","Miami-Dade",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,3100,3200,3100,3100,3100,3100,3050,3075,3025,3100,2850,2999,3000,3000,3100,3200
"02139","Cambridge","MA","Boston, MA","Middlesex",152,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,4000,4000,3675,3800,3850,3800,3975,3975,3800,3800,3950,3950,3912.5,3850,3800,4000,4000,3800,3699.5,3550,3574.5,3800,3800,3962.5,4000,4000,3997.5,3800,3800,3600,3300,3250,3450,3500,3625,4000,4200,4400,4100,4050,4100,4000,3700,3850,3800,4000,4100,4100,4225,4400,4400,4300,4200,4175,4000,4000,4000,4000,4500,4500,4450,4400,4300,4400,4500
"02130","Boston","MA","Boston, MA","Suffolk",153,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3200,3100,3200,3200,3000,3000,3200,3200,3200,3000,3100,3100,3200,3100,3000,3000,3000,3200,3200,3325,3300,3400,3400,3400,3400,3200,3200,3000,3000,3000,3200,3400,3500,3400,3400,3450,3400,3500,3400,3400,3200,3225,2975,3400,3450,3475,3600,3600,3650,3600,3495,3495,3495,3500,3600,3600,3600,3600,3600,3695,3700,3700,3550
"02138","Cambridge","MA","Boston, MA","Middlesex",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4500,4800,4600,4500,4500,4500,4000,4000,4000,4000,4000,4150,4500,4400,4400,4400,4200
"33193","Kendall West","FL","Miami, FL","Miami-Dade",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2300,2295,2295,2174.5,2212.5,2300,2365,2300,2300,2400,2300,2420,2425,2440,2370.5,2395,2400,2500
"92557","Moreno Valley","CA","Palm Desert, CA","Riverside",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1925,1932.5,1925,1937.5,1847.5,1825,1825,1860,1900,1900,1950,1950,1995,1995,1995,1949.5
"30813","Grovetown","GA","Augusta, GA","Columbia",157,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1297.5,1300,1295,1275,1275,1237.5,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1295,1350,1350,1295,1295,1300,1300,1350,1300,1295,1285,1300,1300,1300,1350,1395,1395,1395,1350,1375,1250,1312.5,1275,1300,1337.5,1350,1400,1400,1400,1350,1350,1395,1412.5,1395,1375,1362.5,1350,1350,1325,1395,1450,1400,1400,1400
"30019","Dacula","GA","Atlanta, GA","Gwinnett",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.5,1600,1642,1600,1587,1575,1580,1545,1595,1550,1595,1600,1675,1670,1700,1650,1650,1650
"02128","Boston","MA","Boston, MA","Suffolk",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2950,2900,2900,2997.5,3100,3000,3000,3000,3000,3112.5,3100,3100,3100,3200,3200,3100,3100
"75013","Allen","TX","Dallas, TX","Collin",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.5,2425,2450,2425,2348,2475,2400,2397.5,2500,2372.5,2500,2300,2295,2300,2300,2300,2495,2597.5,2425
"94582","San Ramon","CA","San Francisco, CA","Contra Costa",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4250,4300,4300,4300,4500,4500,4495,4295,4295,4200,3995,4250,4200,4200,4050,4200,4100,4000,4000
"98006","Bellevue","WA","Seattle, WA","King",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3500,3495,3400,3300,3500,3599,3300,3300,3200,3200,3200,3350,3395,3225,3495,3495,3350,3400,3300
"02446","Brookline","MA","Boston, MA","Norfolk",163,,,,,,,,,,,,3300,3400,3500,3500,3600,3600,3600,3600,3600,3600,3700,3700,3700,3725,3772.5,3800,3800,3800,3800,3800,3700,3700,3695,3800,3800,3900,4000,4000,4100,3995,4000,3900,3800,3700,3700,3800,3950,4000,4000,4000,4000,4000,4000,4000,3950,3800,3800,4000,4100,4200,4200,4150,4100,4000,4000,4000,3950,3900,3900,3800,4100,4400,4450,4200,4200,4200,4100,4100,4200,4100,4100,4450,4700,4500,4550,4500,4400,4400,4500,4800,4795
"32824","Orlando","FL","Orlando, FL","Orange",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,1587.5,1662.5,1695,1639.5,1600,1625,1695,1695,1755,1720.5,1750,1799,1749.5,1720,1750,1760,1800,1850,1850,1800,1850
"33018","Hialeah","FL","Miami, FL","Miami-Dade",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587.5,2700,2750,2700,2675,2750,2700,2737.5,2787.5,2787.5,2700,2650,2625,2600,2700,2700,2700,2650,2650,2750
"76210","Denton","TX","Dallas, TX","Denton",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1847.5,1800,1770,1795,1800,1800,1795,1800,1797.5,1800,1890
"33029","Pembroke Pines","FL","Miami, FL","Broward",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,2622,2615,2630,2690,2600,2650,2600,2625,2600,2650,2640,2722.5,2675,2650,2600,2803,2800,2720,2600
"92591","Temecula","CA","Palm Desert, CA","Riverside",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2180,2200,2195,2300,2300,2300,2225,2200,2200,2197.5,2200,2200,2300,2300,2350,2325,2300,2250
